id,views,likes,dislikes,comments
4914w_WDTPA,107544,2236,133,647
I8wqqsoc7b0,296617,3445,282,275
er7JQSwF1Ng,655027,5812,322,858
xOq8VIkqh1s,5043,20,13,4
mXc8nn1rcQI,196031,4328,263,1457
5PEE1RRTCmM,48836,1167,56,111
3uiOPrLjv6w,4060,88,10,77
v6jrTVr7p7E,12264,263,20,101
8EtYcrJpOAE,129246,4700,62,2559
KOXOiz5s3UI,77345,0,0,160
Ns7TbRDjglM,7145,43,7,6
HL01yp1aNOA,7202,199,6,5
cwBcZFDZDV0,94814,418,36,222
An2909pNCe4,194888,4755,2001,0
oxh4Ol13mYM,16498,193,40,19
wsvyhIt1oRU,228283,514,86,507
dqGxPtNp_ds,36285,1562,12,425
FvqQlPB9TLQ,37961,546,72,173
8oH48fm5-zw,259180,2997,133,163
lpMIUuoT000,146374,6721,282,1786
7QYkiXyz3Rw,12806,62,2,11
cO7iYh_wdxg,121426,1516,185,175
Z-77HRGcMpc,11301,20,10,0
xuXqcvwgVf4,31027,1066,55,645
ykvQ2W-f6ak,35521,3579,28,0
zw8KjASn4LA,16304,486,4,62
_KOKTrd2qbg,42246,444,106,92
IPuXk7ewJvI,9560,365,5,18
CJXLbwqQeBw,12694,60,6,1
dSPZrUQNEh0,72061,856,65,201
uz8TiCVlDzI,20094,84,2,30
ygI1zVSEeGc,155728,308,49,206
u6spWEuTmqY,27271,82,7,8
Bdw7GuAGFcM,12163,77,15,14
_QPCvlvErV4,12549,177,32,0
OlALR1PyJmQ,47921,1787,22,465
fF841b7PSqw,25394,794,27,99
46TiqS5SSQw,1100175,6141,643,298
g6yvrPq669E,1281740,4730,225,586
vz2NIBkGd9U,31004,297,35,56
snUMLBBYN7g,33903,1285,159,180
tQwoSx_qqlU,101556,1195,106,261
Z0RbN1jFGPw,10858,292,4,41
FxOf9TKfbig,27575,2983,45,522
wpyPxrQjXF0,9387,275,29,33
L4TAASWXGUo,54007,73,91,41
u_zQOXRQF7c,20640,0,0,93
EIybxTJ1KZc,92128,262,13,84
g1wCvEgwH8g,68297,1226,58,149
bAZpsVITwYE,52312,1222,33,135
EzZZwt5GYdg,51958,1882,16,186
nc6hyDZ7I6U,8610,320,8,9
dEJFtUlp-C4,12550,46,1,6
hIvcgh3NHk4,30610,248,20,48
iyL5spmszJ0,6245,46,12,8
ZY-AOwHy4rQ,6979,69,13,12
QtlR6eaQnY8,30573,375,5,42
1r509Yt9XLg,7930,150,25,43
UG5pawib9bk,16985,344,11,58
z2NL5dS5DkQ,6736,225,10,74
6hxPQlNYhYA,391626,2158,158,656
qpAsybYuCrY,5811,90,1,19
Q2e71rS0AmA,208658,1586,215,1470
xEZTDtbAbDI,127271,89,159,83
3IZJ5_1hgW8,59901,3157,20,160
sNWq6zJfhBg,196751,1073,282,670
YGAXEHyTab4,241373,191,457,401
ukY5gJ-ZZLc,93718,414,82,105
6VUlPQ0hrnY,1627778,31815,2167,6598
Q3GL0wkFWUA,153786,1241,105,206
L5aegmxAyto,115339,2198,106,0
8RFyOebRvZ8,291447,1796,370,594
fPpHb7uQA9g,369521,522,830,670
N-LunjCIAmk,691847,39788,530,6101
9pii9ZwxxyY,23712,1605,8,128
4XMSvI77b60,12095,26,76,8
5ZI1R0XFYpE,288954,7738,406,2032
zlIkJjPa3Uw,48009,361,41,0
7RbcSEm7ay0,15491,641,54,54
ze4qQICHOws,77212,1732,77,269
08A73Fh0JUU,110632,563,289,60
p3nMjP2wKPo,206134,371,505,252
hmQIC535jBw,1910,8,4,6
2jRgAexHbDk,1005518,4588,260,836
MTpGrsKEExU,1724134,12287,564,4895
jStKu23UfHc,49826,252,17,65
FZSRKmPu10E,451267,3020,67,651
2Dhs89OLnMU,80040,840,44,107
1E7UaOrytko,15061,684,18,118
gNI0YbcWYgw,113796,2656,250,407
5wP1C3gL3NE,3176,43,1,10
z2QAaxIDoOI,7269,17,3,5
uIRXG-dKKN8,62458,359,36,49
k7fbAwMX24o,191821,4954,89,0
82vPJPzwVAg,56699,150,14,67
UoDDBCBTsnU,6675,96,3,32
9g5x8fB8vYg,4115,43,4,13
qLAYuXiia5U,15502,225,34,0
36kZ8xojIz0,606066,8020,549,1082
Yss05usOjt0,5517,11,11,15
44pqSKJUdKQ,90033,811,332,272
xzgP65pvMi4,5106,18,3,3
PtbaWeSgSZk,60568,1791,20,275
3SyLEgjJu6M,18445,173,18,27
ejH6BHVYrsY,4772,29,6,6
06v8eQuV0uE,5380,23,2,15
2f6zZ7tUp24,29252,888,71,149
2XchCjE2fy8,2545,108,5,19
E0yBn_3vrYI,7054,0,0,0
HGxvUn_PTH4,5105,55,1,2
qy3iltRcMb0,188715,0,0,253
wmV-urzRHLY,66315,624,251,267
rtLHyMNLnOc,3576,33,2,11
mFBzxvVUO_o,3859,31,0,0
i_cNNDJaFaE,88342,1015,127,326
p6XQMkLpHo4,149314,1442,391,421
fmxhzWjW2l8,43589,720,106,39
ynJm_HQfyW4,878086,6002,300,517
d9p7oYZfE74,3672,7,3,9
Cerx4Z6WbPk,7916,63,3,46
LhfRDkZR6Sw,33902,112,14,18
T3auXF1BzbE,7212,338,3,17
gP5rZvsw0eE,7785,655,0,48
64Ceq0ZBl14,5846,86,1,6
1l7aLyAIoak,89536,2530,84,622
ySubPoT370I,2009,11,3,6
ifn2HzQ3CDU,5352,9,2,0
VulzKe1D2m0,17509,174,3,7
6Z-FJvF7-gI,6231,152,0,16
62_ffgKPVJg,152266,410,65,453
